SampleID GA_Position_1 GA_Position_2 GA_Position_3 GA_Position_4 GA_Position_5 GA_Position_6 GA_Position_7 GA_Position_8 GA_Position_9 CT_Position_1 CT_Position_2 CT_Position_3 CT_Position_4 CT_Position_5 CT_Position_6 CT_Position_7 CT_Position_8 CT_Position_9
S17463.e2e.filter30.Endolith_138.sorted.mapDamage 0 0 0 0 0 0.0344827586206897 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_141.sorted.mapDamage 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0 0 0.0196078431372549
S17463.e2e.filter30.Endolith_144.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0.025 0 0 0 0 0
S17463.e2e.filter30.Endolith_147.sorted.mapDamage 0 NA 0 0 0 0 NA 0 0 NA NA NA 0 0 NA 0 0 0
S17463.e2e.filter30.Endolith_149.sorted.mapDamage 0.0254484772632457 0.00858242083456644 0.00716524854455889 0.00513196480938416 0.00539347879382202 0.00419982316534041 0.00530222693531283 0.00468904244817374 0.00456412596987677 0.028957528957529 0.00541928123217342 0.00710563713879678 0.00131856540084388 0.00572424091587855 0.00590372388737511 0.00457549567869853 0.00544323483670296 0.00658668548576805
S17463.e2e.filter30.Endolith_159.sorted.mapDamage 0 0.00531914893617021 0.0121457489878543 0 0 0.00732600732600733 0 0.00952380952380952 0.0130434782608696 0.0158730158730159 0 0 0 0 0.00490196078431373 0.00900900900900901 0 0.00561797752808989
S17463.e2e.filter30.Endolith_160.sorted.mapDamage 0 0 0.0434782608695652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_161.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_172.sorted.mapDamage 0.00888888888888889 0.0242214532871972 0.00803212851405622 0.00248138957816377 0.0155038759689922 0.00216919739696312 0.0115273775216138 0.0264423076923077 0.00691244239631336 0.0378378378378378 0.00591715976331361 0.00728155339805825 0.00251256281407035 0.00242130750605327 0.0118203309692671 0.0188172043010753 0.0091533180778032 0.00520833333333333
S17463.e2e.filter30.Endolith_175.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_179.sorted.mapDamage 0.0269229937504055 0.0171780942592864 0.0125869716962014 0.0118471181024948 0.0100895300830357 0.0100744734317175 0.0105602029119821 0.00964094976071024 0.0117342065766135 0.0391260577367834 0.0192182502618097 0.0141720537046246 0.00972552951497681 0.00975320360702421 0.012442156955331 0.0126739254445795 0.00980841065188577 0.0119953596287703
S17463.e2e.filter30.Endolith_183.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_184.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_188.sorted.mapDamage 0.00492610837438424 0 0 0 0 0.055045871559633 0 0 0 0 0 0.010989010989011 0.00896860986547085 0.00961538461538462 0.0102040816326531 0 0.0188679245283019 0.0197044334975369
S17463.e2e.filter30.Endolith_189.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_191.sorted.mapDamage 0.114285714285714 0 0 0 0 0 0 0.131578947368421 0 0.0303030303030303 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_200.sorted.mapDamage 0.1 0 0 0 0.0697674418604651 0 0 0 0 0.0769230769230769 0.1 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_202.sorted.mapDamage 0.263157894736842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_217.sorted.mapDamage 0.00872752661895619 0.00600600600600601 0.00484712900820283 0.00620347394540943 0.00403071017274472 0.00532439361072767 0.00675273088381331 0.00580607702728856 0.00494951494753514 0.0123360093988643 0.00421407501053519 0.00503583188068952 0.0044913102909588 0.00339622641509434 0.00396750425089741 0.00476099790516092 0.0061814556331007 0.00505443234836703
S17463.e2e.filter30.Endolith_218.sorted.mapDamage 0 0 0 0 0.00552486187845304 0 0.0136054421768707 0 0 0.00666666666666667 0 0 0 0 0 0 0.00515463917525773 0
S17463.e2e.filter30.Endolith_221.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0
S17463.e2e.filter30.Endolith_222.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0.0204081632653061 0 0 0 0 0.024390243902439 0
S17463.e2e.filter30.Endolith_224.sorted.mapDamage 0.00319396051103368 0.00301464254952627 0.0117574257425743 0.00306122448979592 0.00577249575551783 0.00595984943538269 0.00325497287522604 0.00305914343983685 0.0042497548218372 0.00542372881355932 0.00755984880302394 0.0072202166064982 0.00317796610169492 0.00282485875706215 0.00538901987201078 0.00342335488779003 0.00186846038863976 0.00391389432485323
S17463.e2e.filter30.Endolith_232.sorted.mapDamage 0.00923076923076923 0 0 0 0.00701754385964912 0 0.00346020761245675 0 0 0.0121457489878543 0 0.016 0.017921146953405 0 0 0 0 0
S17463.e2e.filter30.Endolith_237.sorted.mapDamage 0.00655737704918033 0 0.00311526479750779 0 0 0.00389105058365759 0.0040650406504065 0 0 0.00363636363636364 0 0.00403225806451613 0.00346020761245675 0 0.00772200772200772 0 0.00865800865800866 0
S17463.e2e.filter30.Endolith_240.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0188679245283019 0 0 0
S17463.e2e.filter30.Endolith_245.sorted.mapDamage 0.00626813697040046 0.00682214818340473 0.00889167188478397 0.00491302615854468 0.00400568548908128 0.00550098231827112 0.00496383491703305 0.00468478115379467 0.00353912701533622 0.00813122108509744 0.00661000944287063 0.00505386354568427 0.00496311200536553 0.00686831330075287 0.00582395764394441 0.0037410071942446 0.00390243902439024 0.00562459123610203
S17463.e2e.filter30.Endolith_246.sorted.mapDamage 0.0384615384615385 0.0121951219512195 0.00523560209424084 0.00571428571428571 0 0 0 0.0239234449760766 0.0172413793103448 0.0697674418604651 0 0 0.00515463917525773 0.00465116279069767 0 0.00591715976331361 0 0.0159574468085106
S17463.e2e.filter30.Endolith_254.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_259.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_264.sorted.mapDamage 0.0648495457197633 0.010427211986232 0.0105816244617967 0.00496442164487837 0.00551470588235294 0.00751320389793945 0.00807862080453069 0.00722521137586472 0.00688543803105772 0.0879753748386456 0.0126594061249186 0.00840794083300895 0.00847529451648445 0.00862555421201129 0.00800548947849954 0.00846216436126932 0.00832613306103213 0.00793470868283836
S17463.e2e.filter30.Endolith_271.sorted.mapDamage 0.136363636363636 0 0 0 0.0256410256410256 0 0 0.0540540540540541 0 0.0754716981132075 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_272.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_277.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0
S17463.e2e.filter30.Endolith_280.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0
S17463.e2e.filter30.Endolith_282.sorted.mapDamage 0.0210526315789474 0 0 0.00613496932515337 0.0158730158730159 0.0072463768115942 0 0 0 0 0 0 0 0 0.00574712643678161 0 0 0
S17463.e2e.filter30.Endolith_283.sorted.mapDamage 0 0 0 0 0.0396825396825397 0.0206896551724138 0.0217391304347826 0 0 0.0338983050847458 0 0 0 0.00657894736842105 0 0 0.0260869565217391 0.00694444444444444
S17463.e2e.filter30.Endolith_284.sorted.mapDamage 0 0 0 0 0.00740740740740741 0 0.0078125 0 0 0.05 0.00892857142857143 0.0367647058823529 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_290.sorted.mapDamage 0.00340178908907648 0.00377901745546158 0.00446905016008538 0.00392299309843807 0.00274665702927358 0.00281182408074982 0.00165198237885463 0.00427193047064889 0.00326892343454889 0.0025515947467167 0.002335399263451 0.00301075268817204 0.00317666594469713 0.00252125054026797 0.00247867609535613 0.00339476236663434 0.00332488917036099 0.00408224977320835
S17463.e2e.filter30.Endolith_291.sorted.mapDamage 0 0 0 0 0 0 0 0.0402684563758389 0 0 0 0 0 0 0 0 0 0.0062111801242236
S17463.e2e.filter30.Endolith_294.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_296.sorted.mapDamage 0 0 0 0 0 0 0 0 0.0204081632653061 0.0324675324675325 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_298.sorted.mapDamage 0.00292453278805459 0.00568670237386762 0.00411543287327478 0.00311466899811481 0.00361140210619176 0.00406482323367385 0.00363494352319154 0.00413420704783868 0.00396628656420426 0.0039549308598418 0.00442342372996699 0.00349885614318396 0.00341364328838233 0.0030873640586321 0.002886042548513 0.00312136605667422 0.00433378901137256 0.00447552447552448
S17463.e2e.filter30.Endolith_299.sorted.mapDamage 0.0181818181818182 0 0 0.08 0 0 0 0 0 0 0 0 0 0.0175438596491228 0 0 0 0
S17463.e2e.filter30.Endolith_303.sorted.mapDamage 0 0 0.0408163265306122 0.0201342281879195 0.0106951871657754 0.0162162162162162 0 0.00537634408602151 0 0.0136054421768707 0.0106382978723404 0.00613496932515337 0 0.0121951219512195 0.0121212121212121 0 0 0
S17463.e2e.filter30.Endolith_311.sorted.mapDamage 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_313.sorted.mapDamage 0.0421052631578947 0.0114942528735632 0 0.0114942528735632 0 0.0212765957446809 0 0 0.0652173913043478 0.0551724137931034 0 0.0121212121212121 0 0.0142857142857143 0.00657894736842105 0 0 0.0220994475138122
S17463.e2e.filter30.Endolith_318.sorted.mapDamage 0.00602409638554217 0 0.0102040816326531 0 0 0 0 0 0 0 0 0.0180722891566265 0.00675675675675676 0 0.00636942675159236 0 0 0.0114285714285714
S17463.e2e.filter30.Endolith_339.sorted.mapDamage 0.0882352941176471 0 0 0 0 0 0 0 0 0.0645161290322581 0 0 0.0344827586206897 0 0 0 0 0
S17463.e2e.filter30.Endolith_343.sorted.mapDamage 0 NA 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_352.sorted.mapDamage 0.0196078431372549 0 0 0 0 0 0 0 0 0.206896551724138 0 0 0 0 0.0285714285714286 0 0 0
S17463.e2e.filter30.Endolith_353.sorted.mapDamage 0.00941176470588235 0 0.00795755968169761 0.00813008130081301 0.0025974025974026 0 0 0.00286532951289398 0 0.00309597523219814 0 0.0137741046831956 0.0231958762886598 0 0 0.0103448275862069 0.00967741935483871 0
S17463.e2e.filter30.Endolith_37.sorted.mapDamage 0 0.0714285714285714 0 0 0 0 0 0 0 0.0377358490566038 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_374.sorted.mapDamage 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_395.sorted.mapDamage 1 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_422.sorted.mapDamage 0 0.0184049079754601 0 0 0 0 0 0 0.00578034682080925 0.025 0 0.004739336492891 0 0.00540540540540541 0 0 0 0
S17463.e2e.filter30.Endolith_430.sorted.mapDamage 0.0606060606060606 0 0 0 0 0 0 0 0.0384615384615385 0.0555555555555556 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_55.sorted.mapDamage 0 0 0 0.0186915887850467 0 0.00917431192660551 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_56.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_60.sorted.mapDamage 0.0700594844679445 0.0134706814580032 0.00706033376123235 0.011826544021025 0.00459016393442623 0.0029086678301338 0.00903225806451613 0.00813480534572923 0.0104712041884817 0.0876811594202899 0.0065093572009764 0.00829081632653061 0.00698412698412698 0.00421179302045728 0.00890207715133531 0.00736196319018405 0.00671140939597315 0.00603864734299517
S17463.e2e.filter30.Endolith_64.sorted.mapDamage 0.111111111111111 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_66.sorted.mapDamage 0.0294117647058824 0.0217391304347826 0.04 0.0185185185185185 0 0 0 0 0.0204081632653061 0.025 0 0 0 0 0 0 0 0.0232558139534884
S17463.e2e.filter30.Endolith_67.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_86.sorted.mapDamage 0.0652173913043478 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_87.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.Endolith_89.sorted.mapDamage 0.0105263157894737 0 0.0120240480961924 0.00224215246636771 0.0142517814726841 0.0113378684807256 0.00460829493087558 0.0103950103950104 0.00225733634311512 0.0147783251231527 0.0087463556851312 0.0118483412322275 0 0.0190930787589499 0.00226757369614512 0 0.0156599552572707 0.0046189376443418
S17463.e2e.filter30.Endolith_91.sorted.mapDamage 0 0.0263157894736842 0 0 0 0 0 0 0 0.162162162162162 0 0.0689655172413793 0 0 0 0 0 0.0357142857142857
S17463.e2e.filter30.Endolith_98.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00249376558603491
S17463.e2e.filter30.Endolith_99.sorted.mapDamage 0.0553233341529383 0.00931168994589153 0.00624290578887628 0.00656823078135673 0.00702051384186417 0.00573179167901967 0.0059960715393363 0.00634952130562032 0.00513214063024606 0.0684080285949959 0.00856195357250528 0.00595207552978603 0.00491787154519524 0.00540799234266571 0.00514579759862779 0.00480746117975097 0.00477950234047795 0.0048848235237776
S17463.e2e.filter30.G2_1.sorted.mapDamage 0 0 0 0 0 0 0 0.025 0 0.0638297872340425 0 0 0 0 0 0 0 0
S17463.e2e.filter30.G2_2.sorted.mapDamage 0.0285714285714286 0 0 0 0 0.0506329113924051 0 0.0266666666666667 0.0126582278481013 0.0142857142857143 0 0.0108695652173913 0 0.0106382978723404 0 0 0 0
S17463.e2e.filter30.G20_0.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.G21_0.sorted.mapDamage 0.0051440329218107 0.00522388059701493 0.00553319919517103 0.000588928150765607 0.0029585798816568 0.00548546352166758 0.00623830318153462 0.00741656365883807 0.00500834724540901 0.0029120559114735 0.00700280112044818 0.00397727272727273 0.00288350634371396 0.00802997858672377 0.00763807285546416 0.00333555703802535 0.00389863547758285 0.00837520938023451
S17463.e2e.filter30.R10_1.sorted.mapDamage NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
S17463.e2e.filter30.R10_2.sorted.mapDamage NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
S17463.e2e.filter30.R11_0.sorted.mapDamage 0 0 0.0384615384615385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.R12_1.sorted.mapDamage NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
S17463.e2e.filter30.R12_2.sorted.mapDamage NA NA 0 NA NA NA NA 0 NA NA 0 NA NA NA NA NA NA NA
S17463.e2e.filter30.R13_0.sorted.mapDamage 0.0624048706240487 0.00725952813067151 0.00816326530612245 0.0104166666666667 0.0066006600660066 0.00437956204379562 0 0.00296296296296296 0.00140646976090014 0.102230483271375 0.0071301247771836 0.00826446280991736 0.00476947535771065 0.00770416024653313 0.00519480519480519 0.00807754442649435 0 0.00531208499335989
S17463.e2e.filter30.R14_0.sorted.mapDamage 0 0 0 0 0 0.0176991150442478 0 0 0.0126582278481013 0 0.0113636363636364 0 0 0.0272727272727273 0 0 0 0
S17463.e2e.filter30.R15_0.sorted.mapDamage 0.0105820105820106 0 0 0 0 0 0.00719424460431655 0 0 0 0 0 0 0.0227272727272727 0.0112359550561798 0 0 0
S17463.e2e.filter30.R16_0.sorted.mapDamage 0 0.00793650793650794 0 0 0.00704225352112676 0.0204081632653061 0 0 0.0104712041884817 0 0.015748031496063 0 0.00775193798449612 0 0 0 0 0
S17463.e2e.filter30.R17_0.sorted.mapDamage 0 0 0 0 0 0.015625 0.0194174757281553 0.0510204081632653 0.0116279069767442 0 0 0 0.0573770491803279 0 0 0 0 0.00826446280991736
S17463.e2e.filter30.R18_1.sorted.mapDamage 0 0 0 0.0175438596491228 0 0.0333333333333333 0 0 0 0.00925925925925926 0 0.0192307692307692 0 0.037037037037037 0.0388349514563107 0 0 0
S17463.e2e.filter30.R18_2.sorted.mapDamage 0.00584795321637427 0 0 0 0 0 0 0 0 0.0612244897959184 0.0102040816326531 0 0 0 0 0 0 0
S17463.e2e.filter30.R4_1.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.R4_2.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.R5_0.sorted.mapDamage 0.00815217391304348 0 0.00704225352112676 0.0036231884057971 0 0 0 0 0 0.00709219858156028 0.00423728813559322 0.00858369098712446 0.00389105058365759 0.00408163265306122 0.00888888888888889 0 0.00401606425702811 0
S17463.e2e.filter30.R8_1.sorted.mapDamage NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
S17463.e2e.filter30.R8_2.sorted.mapDamage NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
S17463.e2e.filter30.R9_1.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17463.e2e.filter30.R9_2.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0.0344827586206897 0 0 0 0 0 0 0.04 0
S17463.e2e.filter30.R9_3.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17464.e2e.filter30.A19_0.sorted.mapDamage 0.00606060606060606 0 0.00693240901213172 0 0 0.0164533820840951 0 0 0.0192307692307692 0 0 0.00208333333333333 0.0109170305676856 0.00181488203266788 0 0.0193548387096774 0.00851063829787234 0
S17464.e2e.filter30.A3_1.sorted.mapDamage 0.00353982300884956 0.00547945205479452 0.00554938956714761 0.0164512338425382 0.00471142520612485 0.00234466588511137 0 0 0.00459242250287026 0.00111856823266219 0 0.00841219768664564 0 0.00117785630153121 0.00797266514806378 0 0.00235294117647059 0.00676437429537768
S17464.e2e.filter30.A6_0.sorted.mapDamage 0.00363839910439407 0.0088317944600562 0.00438386736808545 0.00484890466707074 0.002834415287556 0.0050155655482532 0.00296389437758218 0.00273037542662116 0.00298482712876213 0.00320790705739553 0.00529559021760062 0.00445986124876115 0.00302585732624244 0.00421297956256723 0.00523425433327613 0.00398512221041445 0.0045045045045045 0.00266529103258533
S17464.e2e.filter30.A7_0.sorted.mapDamage 0.00295681759824202 0.0053919586102696 0.00489152313833528 0.00460282695313625 0.00417157703021213 0.00471147003929558 0.00448350480749236 0.00415946653191146 0.00406713551434992 0.00421817424929833 0.00521019236044944 0.00436953923412614 0.00434447207511344 0.00406650264153151 0.00429219659052471 0.00401996433224408 0.00399296477634644 0.00396321208172223
S17464.e2e.filter30.Endolith_101.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_106.sorted.mapDamage 0 NA NA NA 0 NA 0 0 NA NA 0 0 NA NA NA NA NA NA
S17464.e2e.filter30.Endolith_120.sorted.mapDamage 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 NA 0 0
S17464.e2e.filter30.Endolith_124.sorted.mapDamage NA NA NA NA 0 0 NA NA 0 NA 0 0 NA NA NA NA NA 0
S17464.e2e.filter30.Endolith_130.sorted.mapDamage 0 0 0.0295566502463054 0.00533333333333333 0.00735294117647059 0 0 0.00442477876106195 0.00936768149882904 0.0360576923076923 0.0163934426229508 0.00454545454545455 0 0 0.0137931034482759 0 0 0.0106382978723404
S17464.e2e.filter30.Endolith_131.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_138.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0.15 0 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_141.sorted.mapDamage 0 NA 0 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 NA
S17464.e2e.filter30.Endolith_144.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0449438202247191 0.0659340659340659
S17464.e2e.filter30.Endolith_147.sorted.mapDamage 0 0 0 NA 0 NA NA NA 0 NA NA NA NA NA NA 0 NA 0
S17464.e2e.filter30.Endolith_149.sorted.mapDamage 0.0323797547940899 0.00918897323212145 0.00391389432485323 0.0106707317073171 0.00383582662063675 0.00667838312829526 0.00472899236085849 0.00770577933450088 0.00373641304347826 0.0644887568943572 0.00909842845326716 0.00962223806129722 0.00709779179810726 0.00773558368495077 0.00182748538011696 0.00359066427289048 0.00143729787998563 0.00481596147230822
S17464.e2e.filter30.Endolith_159.sorted.mapDamage 0 0.00769230769230769 0 0 0 0 0 0 0 0.0192307692307692 0 0 0 0 0 0 0 0.0173410404624277
S17464.e2e.filter30.Endolith_160.sorted.mapDamage 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_161.sorted.mapDamage NA 0 0 0 0 0 0 NA 0 NA 0 NA 0 0 0 NA NA NA
S17464.e2e.filter30.Endolith_172.sorted.mapDamage 0.00838926174496644 0.00954653937947494 0.00192307692307692 0.0251937984496124 0.00204498977505112 0.00410677618069815 0.0102249488752556 0 0 0.00413223140495868 0.00523560209424084 0.0112612612612613 0 0 0.00867678958785249 0.0158415841584158 0.00833333333333333 0
S17464.e2e.filter30.Endolith_175.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA 0 NA 0
S17464.e2e.filter30.Endolith_179.sorted.mapDamage 0.0514096185737977 0.0258620689655172 0.00801282051282051 0.0104166666666667 0.011864406779661 0.0141287284144427 0.00662251655629139 0.0195195195195195 0.00170648464163823 0.0588235294117647 0 0.0132743362831858 0 0.00782472613458529 0.00983606557377049 0.00186567164179104 0.00894454382826476 0.00323101777059774
S17464.e2e.filter30.Endolith_183.sorted.mapDamage 0 0 0 NA NA 0 0 0 0 0 NA 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_184.sorted.mapDamage NA NA 0 NA 0 0 NA 0 0 0 0 NA 0 NA NA 0 0 0
S17464.e2e.filter30.Endolith_188.sorted.mapDamage 0.0410958904109589 0 0 0 0 0 0 0 0 0.0547945205479452 0 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_189.sorted.mapDamage 0 0 0 0 0.75 0 0 0 0 0 NA 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_191.sorted.mapDamage 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_200.sorted.mapDamage 0 0.6 0 0.571428571428571 0 0 0 0 0 0 NA 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_202.sorted.mapDamage 0 0 0 0 NA NA 0 NA 0 0 0 0 0 0 NA 0 NA 0
S17464.e2e.filter30.Endolith_217.sorted.mapDamage 0.0053482827501772 0.00745341614906832 0.00860694931463181 0.00425460915992325 0.00895119067725047 0.00765001195314368 0.00430270817514553 0.00576437144662034 0.00573287883483111 0.00777092659853028 0.00590048436811977 0.00513578709828029 0.00444334732164898 0.00658740359897172 0.00460613631040674 0.00612773980674051 0.00449507866387662 0.00475022984983144
S17464.e2e.filter30.Endolith_218.sorted.mapDamage 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_221.sorted.mapDamage 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 0
S17464.e2e.filter30.Endolith_222.sorted.mapDamage NA NA NA NA 0 NA 0 0 0 0 0 0 0 0 0 0 NA 0
